DateKey,Date,EnglishDayNameOfWeek,WeekNr,Month,MonthShorth,MonthNr,Quarter,YEAR
20200326,26/3/2020,Thursday,13,March,Mar,3,1,2020
20200327,27/3/2020,Friday,13,March,Mar,3,1,2020
20200328,28/3/2020,Saturday,13,March,Mar,3,1,2020
20200329,29/3/2020,Sunday,14,March,Mar,3,1,2020
20200330,30/3/2020,Monday,14,March,Mar,3,1,2020
20200331,31/3/2020,Tuesday,14,March,Mar,3,1,2020
20200401,1/4/2020,Wednesday,14,April,Apr,4,2,2020
20200402,2/4/2020,Thursday,14,April,Apr,4,2,2020
20200403,3/4/2020,Friday,14,April,Apr,4,2,2020
20200404,4/4/2020,Saturday,14,April,Apr,4,2,2020
20200405,5/4/2020,Sunday,15,April,Apr,4,2,2020
20200406,6/4/2020,Monday,15,April,Apr,4,2,2020
20200407,7/4/2020,Tuesday,15,April,Apr,4,2,2020
20200408,8/4/2020,Wednesday,15,April,Apr,4,2,2020
20200409,9/4/2020,Thursday,15,April,Apr,4,2,2020
20200410,10/4/2020,Friday,15,April,Apr,4,2,2020
20200411,11/4/2020,Saturday,15,April,Apr,4,2,2020
20200412,12/4/2020,Sunday,16,April,Apr,4,2,2020
20200413,13/4/2020,Monday,16,April,Apr,4,2,2020
20200414,14/4/2020,Tuesday,16,April,Apr,4,2,2020
20200415,15/4/2020,Wednesday,16,April,Apr,4,2,2020
20200416,16/4/2020,Thursday,16,April,Apr,4,2,2020
20200417,17/4/2020,Friday,16,April,Apr,4,2,2020
20200418,18/4/2020,Saturday,16,April,Apr,4,2,2020
20200419,19/4/2020,Sunday,17,April,Apr,4,2,2020
20200420,20/4/2020,Monday,17,April,Apr,4,2,2020
20200421,21/4/2020,Tuesday,17,April,Apr,4,2,2020
20200422,22/4/2020,Wednesday,17,April,Apr,4,2,2020
20200423,23/4/2020,Thursday,17,April,Apr,4,2,2020
20200424,24/4/2020,Friday,17,April,Apr,4,2,2020
20200425,25/4/2020,Saturday,17,April,Apr,4,2,2020
20200426,26/4/2020,Sunday,18,April,Apr,4,2,2020
20200427,27/4/2020,Monday,18,April,Apr,4,2,2020
20200428,28/4/2020,Tuesday,18,April,Apr,4,2,2020
20200429,29/4/2020,Wednesday,18,April,Apr,4,2,2020
20200430,30/4/2020,Thursday,18,April,Apr,4,2,2020
20200501,1/5/2020,Friday,18,May,May,5,2,2020
20200502,2/5/2020,Saturday,18,May,May,5,2,2020
20200503,3/5/2020,Sunday,19,May,May,5,2,2020
20200504,4/5/2020,Monday,19,May,May,5,2,2020
20200505,5/5/2020,Tuesday,19,May,May,5,2,2020
20200506,6/5/2020,Wednesday,19,May,May,5,2,2020
20200507,7/5/2020,Thursday,19,May,May,5,2,2020
20200508,8/5/2020,Friday,19,May,May,5,2,2020
20200509,9/5/2020,Saturday,19,May,May,5,2,2020
20200510,10/5/2020,Sunday,20,May,May,5,2,2020
20200511,11/5/2020,Monday,20,May,May,5,2,2020
20200512,12/5/2020,Tuesday,20,May,May,5,2,2020
20200513,13/5/2020,Wednesday,20,May,May,5,2,2020
20200514,14/5/2020,Thursday,20,May,May,5,2,2020
20200515,15/5/2020,Friday,20,May,May,5,2,2020
20200516,16/5/2020,Saturday,20,May,May,5,2,2020
20200517,17/5/2020,Sunday,21,May,May,5,2,2020
20200518,18/5/2020,Monday,21,May,May,5,2,2020
20200519,19/5/2020,Tuesday,21,May,May,5,2,2020
20200520,20/5/2020,Wednesday,21,May,May,5,2,2020
20200521,21/5/2020,Thursday,21,May,May,5,2,2020
20200522,22/5/2020,Friday,21,May,May,5,2,2020
20200523,23/5/2020,Saturday,21,May,May,5,2,2020
20200524,24/5/2020,Sunday,22,May,May,5,2,2020
20200525,25/5/2020,Monday,22,May,May,5,2,2020
20200526,26/5/2020,Tuesday,22,May,May,5,2,2020
20200527,27/5/2020,Wednesday,22,May,May,5,2,2020
20200528,28/5/2020,Thursday,22,May,May,5,2,2020
20200529,29/5/2020,Friday,22,May,May,5,2,2020
20200530,30/5/2020,Saturday,22,May,May,5,2,2020
20200531,31/5/2020,Sunday,23,May,May,5,2,2020
20200601,1/6/2020,Monday,23,June,Jun,6,2,2020
20200602,2/6/2020,Tuesday,23,June,Jun,6,2,2020
20200603,3/6/2020,Wednesday,23,June,Jun,6,2,2020
20200604,4/6/2020,Thursday,23,June,Jun,6,2,2020
20200605,5/6/2020,Friday,23,June,Jun,6,2,2020
20200606,6/6/2020,Saturday,23,June,Jun,6,2,2020
20200607,7/6/2020,Sunday,24,June,Jun,6,2,2020
20200608,8/6/2020,Monday,24,June,Jun,6,2,2020
20200609,9/6/2020,Tuesday,24,June,Jun,6,2,2020
20200610,10/6/2020,Wednesday,24,June,Jun,6,2,2020
20200611,11/6/2020,Thursday,24,June,Jun,6,2,2020
20200612,12/6/2020,Friday,24,June,Jun,6,2,2020
20200613,13/6/2020,Saturday,24,June,Jun,6,2,2020
20200614,14/6/2020,Sunday,25,June,Jun,6,2,2020
20200615,15/6/2020,Monday,25,June,Jun,6,2,2020
20200616,16/6/2020,Tuesday,25,June,Jun,6,2,2020
20200617,17/6/2020,Wednesday,25,June,Jun,6,2,2020
20200618,18/6/2020,Thursday,25,June,Jun,6,2,2020
20200619,19/6/2020,Friday,25,June,Jun,6,2,2020
20200620,20/6/2020,Saturday,25,June,Jun,6,2,2020
20200621,21/6/2020,Sunday,26,June,Jun,6,2,2020
20200622,22/6/2020,Monday,26,June,Jun,6,2,2020
20200623,23/6/2020,Tuesday,26,June,Jun,6,2,2020
20200624,24/6/2020,Wednesday,26,June,Jun,6,2,2020
20200625,25/6/2020,Thursday,26,June,Jun,6,2,2020
20200626,26/6/2020,Friday,26,June,Jun,6,2,2020
20200627,27/6/2020,Saturday,26,June,Jun,6,2,2020
20200628,28/6/2020,Sunday,27,June,Jun,6,2,2020
20200629,29/6/2020,Monday,27,June,Jun,6,2,2020
20200630,30/6/2020,Tuesday,27,June,Jun,6,2,2020
20200701,1/7/2020,Wednesday,27,July,Jul,7,3,2020
20200702,2/7/2020,Thursday,27,July,Jul,7,3,2020
20200703,3/7/2020,Friday,27,July,Jul,7,3,2020
20200704,4/7/2020,Saturday,27,July,Jul,7,3,2020
20200705,5/7/2020,Sunday,28,July,Jul,7,3,2020
20200706,6/7/2020,Monday,28,July,Jul,7,3,2020
20200707,7/7/2020,Tuesday,28,July,Jul,7,3,2020
20200708,8/7/2020,Wednesday,28,July,Jul,7,3,2020
20200709,9/7/2020,Thursday,28,July,Jul,7,3,2020
20200710,10/7/2020,Friday,28,July,Jul,7,3,2020
20200711,11/7/2020,Saturday,28,July,Jul,7,3,2020
20200712,12/7/2020,Sunday,29,July,Jul,7,3,2020
20200713,13/7/2020,Monday,29,July,Jul,7,3,2020
20200714,14/7/2020,Tuesday,29,July,Jul,7,3,2020
20200715,15/7/2020,Wednesday,29,July,Jul,7,3,2020
20200716,16/7/2020,Thursday,29,July,Jul,7,3,2020
20200717,17/7/2020,Friday,29,July,Jul,7,3,2020
20200718,18/7/2020,Saturday,29,July,Jul,7,3,2020
20200719,19/7/2020,Sunday,30,July,Jul,7,3,2020
20200720,20/7/2020,Monday,30,July,Jul,7,3,2020
20200721,21/7/2020,Tuesday,30,July,Jul,7,3,2020
20200722,22/7/2020,Wednesday,30,July,Jul,7,3,2020
20200723,23/7/2020,Thursday,30,July,Jul,7,3,2020
20200724,24/7/2020,Friday,30,July,Jul,7,3,2020
20200725,25/7/2020,Saturday,30,July,Jul,7,3,2020
20200726,26/7/2020,Sunday,31,July,Jul,7,3,2020
20200727,27/7/2020,Monday,31,July,Jul,7,3,2020
20200728,28/7/2020,Tuesday,31,July,Jul,7,3,2020
20200729,29/7/2020,Wednesday,31,July,Jul,7,3,2020
20200730,30/7/2020,Thursday,31,July,Jul,7,3,2020
20200731,31/7/2020,Friday,31,July,Jul,7,3,2020
20200801,1/8/2020,Saturday,31,August,Aug,8,3,2020
20200802,2/8/2020,Sunday,32,August,Aug,8,3,2020
20200803,3/8/2020,Monday,32,August,Aug,8,3,2020
20200804,4/8/2020,Tuesday,32,August,Aug,8,3,2020
20200805,5/8/2020,Wednesday,32,August,Aug,8,3,2020
20200806,6/8/2020,Thursday,32,August,Aug,8,3,2020
20200807,7/8/2020,Friday,32,August,Aug,8,3,2020
20200808,8/8/2020,Saturday,32,August,Aug,8,3,2020
20200809,9/8/2020,Sunday,33,August,Aug,8,3,2020
20200810,10/8/2020,Monday,33,August,Aug,8,3,2020
20200811,11/8/2020,Tuesday,33,August,Aug,8,3,2020
20200812,12/8/2020,Wednesday,33,August,Aug,8,3,2020
20200813,13/8/2020,Thursday,33,August,Aug,8,3,2020
20200814,14/8/2020,Friday,33,August,Aug,8,3,2020
20200815,15/8/2020,Saturday,33,August,Aug,8,3,2020
20200816,16/8/2020,Sunday,34,August,Aug,8,3,2020
20200817,17/8/2020,Monday,34,August,Aug,8,3,2020
20200818,18/8/2020,Tuesday,34,August,Aug,8,3,2020
20200819,19/8/2020,Wednesday,34,August,Aug,8,3,2020
20200820,20/8/2020,Thursday,34,August,Aug,8,3,2020
20200821,21/8/2020,Friday,34,August,Aug,8,3,2020
20200822,22/8/2020,Saturday,34,August,Aug,8,3,2020
20200823,23/8/2020,Sunday,35,August,Aug,8,3,2020
20200824,24/8/2020,Monday,35,August,Aug,8,3,2020
20200825,25/8/2020,Tuesday,35,August,Aug,8,3,2020
20200826,26/8/2020,Wednesday,35,August,Aug,8,3,2020
20200827,27/8/2020,Thursday,35,August,Aug,8,3,2020
20200828,28/8/2020,Friday,35,August,Aug,8,3,2020
20200829,29/8/2020,Saturday,35,August,Aug,8,3,2020
20200830,30/8/2020,Sunday,36,August,Aug,8,3,2020
20200831,31/8/2020,Monday,36,August,Aug,8,3,2020
20200901,1/9/2020,Tuesday,36,September,Sep,9,3,2020
20200902,2/9/2020,Wednesday,36,September,Sep,9,3,2020
20200903,3/9/2020,Thursday,36,September,Sep,9,3,2020
20200904,4/9/2020,Friday,36,September,Sep,9,3,2020
20200905,5/9/2020,Saturday,36,September,Sep,9,3,2020
20200906,6/9/2020,Sunday,37,September,Sep,9,3,2020
20200907,7/9/2020,Monday,37,September,Sep,9,3,2020
20200908,8/9/2020,Tuesday,37,September,Sep,9,3,2020
20200909,9/9/2020,Wednesday,37,September,Sep,9,3,2020
20200910,10/9/2020,Thursday,37,September,Sep,9,3,2020
20200911,11/9/2020,Friday,37,September,Sep,9,3,2020
20200912,12/9/2020,Saturday,37,September,Sep,9,3,2020
20200913,13/9/2020,Sunday,38,September,Sep,9,3,2020
20200914,14/9/2020,Monday,38,September,Sep,9,3,2020
20200915,15/9/2020,Tuesday,38,September,Sep,9,3,2020
20200916,16/9/2020,Wednesday,38,September,Sep,9,3,2020
20200917,17/9/2020,Thursday,38,September,Sep,9,3,2020
20200918,18/9/2020,Friday,38,September,Sep,9,3,2020
20200919,19/9/2020,Saturday,38,September,Sep,9,3,2020
20200920,20/9/2020,Sunday,39,September,Sep,9,3,2020
20200921,21/9/2020,Monday,39,September,Sep,9,3,2020
20200922,22/9/2020,Tuesday,39,September,Sep,9,3,2020
20200923,23/9/2020,Wednesday,39,September,Sep,9,3,2020
20200924,24/9/2020,Thursday,39,September,Sep,9,3,2020
20200925,25/9/2020,Friday,39,September,Sep,9,3,2020
20200926,26/9/2020,Saturday,39,September,Sep,9,3,2020
20200927,27/9/2020,Sunday,40,September,Sep,9,3,2020
20200928,28/9/2020,Monday,40,September,Sep,9,3,2020
20200929,29/9/2020,Tuesday,40,September,Sep,9,3,2020
20200930,30/9/2020,Wednesday,40,September,Sep,9,3,2020
20201001,1/10/2020,Thursday,40,October,Oct,10,4,2020
20201002,2/10/2020,Friday,40,October,Oct,10,4,2020
20201003,3/10/2020,Saturday,40,October,Oct,10,4,2020
20201004,4/10/2020,Sunday,41,October,Oct,10,4,2020
20201005,5/10/2020,Monday,41,October,Oct,10,4,2020
20201006,6/10/2020,Tuesday,41,October,Oct,10,4,2020
20201007,7/10/2020,Wednesday,41,October,Oct,10,4,2020
20201008,8/10/2020,Thursday,41,October,Oct,10,4,2020
20201009,9/10/2020,Friday,41,October,Oct,10,4,2020
20201010,10/10/2020,Saturday,41,October,Oct,10,4,2020
20201011,11/10/2020,Sunday,42,October,Oct,10,4,2020
20201012,12/10/2020,Monday,42,October,Oct,10,4,2020
20201013,13/10/2020,Tuesday,42,October,Oct,10,4,2020
20201014,14/10/2020,Wednesday,42,October,Oct,10,4,2020
20201015,15/10/2020,Thursday,42,October,Oct,10,4,2020
20201016,16/10/2020,Friday,42,October,Oct,10,4,2020
20201017,17/10/2020,Saturday,42,October,Oct,10,4,2020
20201018,18/10/2020,Sunday,43,October,Oct,10,4,2020
20201019,19/10/2020,Monday,43,October,Oct,10,4,2020
20201020,20/10/2020,Tuesday,43,October,Oct,10,4,2020
20201021,21/10/2020,Wednesday,43,October,Oct,10,4,2020
20201022,22/10/2020,Thursday,43,October,Oct,10,4,2020
20201023,23/10/2020,Friday,43,October,Oct,10,4,2020
20201024,24/10/2020,Saturday,43,October,Oct,10,4,2020
20201025,25/10/2020,Sunday,44,October,Oct,10,4,2020
20201026,26/10/2020,Monday,44,October,Oct,10,4,2020
20201027,27/10/2020,Tuesday,44,October,Oct,10,4,2020
20201028,28/10/2020,Wednesday,44,October,Oct,10,4,2020
20201029,29/10/2020,Thursday,44,October,Oct,10,4,2020
20201030,30/10/2020,Friday,44,October,Oct,10,4,2020
20201031,31/10/2020,Saturday,44,October,Oct,10,4,2020
20201101,1/11/2020,Sunday,45,November,Nov,11,4,2020
20201102,2/11/2020,Monday,45,November,Nov,11,4,2020
20201103,3/11/2020,Tuesday,45,November,Nov,11,4,2020
20201104,4/11/2020,Wednesday,45,November,Nov,11,4,2020
20201105,5/11/2020,Thursday,45,November,Nov,11,4,2020
20201106,6/11/2020,Friday,45,November,Nov,11,4,2020
20201107,7/11/2020,Saturday,45,November,Nov,11,4,2020
20201108,8/11/2020,Sunday,46,November,Nov,11,4,2020
20201109,9/11/2020,Monday,46,November,Nov,11,4,2020
20201110,10/11/2020,Tuesday,46,November,Nov,11,4,2020
20201111,11/11/2020,Wednesday,46,November,Nov,11,4,2020
20201112,12/11/2020,Thursday,46,November,Nov,11,4,2020
20201113,13/11/2020,Friday,46,November,Nov,11,4,2020
20201114,14/11/2020,Saturday,46,November,Nov,11,4,2020
20201115,15/11/2020,Sunday,47,November,Nov,11,4,2020
20201116,16/11/2020,Monday,47,November,Nov,11,4,2020
20201117,17/11/2020,Tuesday,47,November,Nov,11,4,2020
20201118,18/11/2020,Wednesday,47,November,Nov,11,4,2020
20201119,19/11/2020,Thursday,47,November,Nov,11,4,2020
20201120,20/11/2020,Friday,47,November,Nov,11,4,2020
20201121,21/11/2020,Saturday,47,November,Nov,11,4,2020
20201122,22/11/2020,Sunday,48,November,Nov,11,4,2020
20201123,23/11/2020,Monday,48,November,Nov,11,4,2020
20201124,24/11/2020,Tuesday,48,November,Nov,11,4,2020
20201125,25/11/2020,Wednesday,48,November,Nov,11,4,2020
20201126,26/11/2020,Thursday,48,November,Nov,11,4,2020
20201127,27/11/2020,Friday,48,November,Nov,11,4,2020
20201128,28/11/2020,Saturday,48,November,Nov,11,4,2020
20201129,29/11/2020,Sunday,49,November,Nov,11,4,2020
20201130,30/11/2020,Monday,49,November,Nov,11,4,2020
20201201,1/12/2020,Tuesday,49,December,Dec,12,4,2020
20201202,2/12/2020,Wednesday,49,December,Dec,12,4,2020
20201203,3/12/2020,Thursday,49,December,Dec,12,4,2020
20201204,4/12/2020,Friday,49,December,Dec,12,4,2020
20201205,5/12/2020,Saturday,49,December,Dec,12,4,2020
20201206,6/12/2020,Sunday,50,December,Dec,12,4,2020
20201207,7/12/2020,Monday,50,December,Dec,12,4,2020
20201208,8/12/2020,Tuesday,50,December,Dec,12,4,2020
20201209,9/12/2020,Wednesday,50,December,Dec,12,4,2020
20201210,10/12/2020,Thursday,50,December,Dec,12,4,2020
20201211,11/12/2020,Friday,50,December,Dec,12,4,2020
20201212,12/12/2020,Saturday,50,December,Dec,12,4,2020
20201213,13/12/2020,Sunday,51,December,Dec,12,4,2020
20201214,14/12/2020,Monday,51,December,Dec,12,4,2020
20201215,15/12/2020,Tuesday,51,December,Dec,12,4,2020
20201216,16/12/2020,Wednesday,51,December,Dec,12,4,2020
20201217,17/12/2020,Thursday,51,December,Dec,12,4,2020
20201218,18/12/2020,Friday,51,December,Dec,12,4,2020
20201219,19/12/2020,Saturday,51,December,Dec,12,4,2020
20201220,20/12/2020,Sunday,52,December,Dec,12,4,2020
20201221,21/12/2020,Monday,52,December,Dec,12,4,2020
20201222,22/12/2020,Tuesday,52,December,Dec,12,4,2020
20201223,23/12/2020,Wednesday,52,December,Dec,12,4,2020
20201224,24/12/2020,Thursday,52,December,Dec,12,4,2020
20201225,25/12/2020,Friday,52,December,Dec,12,4,2020
20201226,26/12/2020,Saturday,52,December,Dec,12,4,2020
20201227,27/12/2020,Sunday,53,December,Dec,12,4,2020
20201228,28/12/2020,Monday,53,December,Dec,12,4,2020
20201229,29/12/2020,Tuesday,53,December,Dec,12,4,2020
20201230,30/12/2020,Wednesday,53,December,Dec,12,4,2020
20201231,31/12/2020,Thursday,53,December,Dec,12,4,2020
20210101,1/1/2021,Friday,1,January,Jan,1,1,2021
20210102,2/1/2021,Saturday,1,January,Jan,1,1,2021
20210103,3/1/2021,Sunday,2,January,Jan,1,1,2021
20210104,4/1/2021,Monday,2,January,Jan,1,1,2021
20210105,5/1/2021,Tuesday,2,January,Jan,1,1,2021
20210106,6/1/2021,Wednesday,2,January,Jan,1,1,2021
20210107,7/1/2021,Thursday,2,January,Jan,1,1,2021
20210108,8/1/2021,Friday,2,January,Jan,1,1,2021
20210109,9/1/2021,Saturday,2,January,Jan,1,1,2021
20210110,10/1/2021,Sunday,3,January,Jan,1,1,2021
20210111,11/1/2021,Monday,3,January,Jan,1,1,2021
20210112,12/1/2021,Tuesday,3,January,Jan,1,1,2021
20210113,13/1/2021,Wednesday,3,January,Jan,1,1,2021
20210114,14/1/2021,Thursday,3,January,Jan,1,1,2021
20210115,15/1/2021,Friday,3,January,Jan,1,1,2021
20210116,16/1/2021,Saturday,3,January,Jan,1,1,2021
20210117,17/1/2021,Sunday,4,January,Jan,1,1,2021
20210118,18/1/2021,Monday,4,January,Jan,1,1,2021
20210119,19/1/2021,Tuesday,4,January,Jan,1,1,2021
20210120,20/1/2021,Wednesday,4,January,Jan,1,1,2021
20210121,21/1/2021,Thursday,4,January,Jan,1,1,2021
20210122,22/1/2021,Friday,4,January,Jan,1,1,2021
20210123,23/1/2021,Saturday,4,January,Jan,1,1,2021
20210124,24/1/2021,Sunday,5,January,Jan,1,1,2021
20210125,25/1/2021,Monday,5,January,Jan,1,1,2021
20210126,26/1/2021,Tuesday,5,January,Jan,1,1,2021
20210127,27/1/2021,Wednesday,5,January,Jan,1,1,2021
20210128,28/1/2021,Thursday,5,January,Jan,1,1,2021
20210129,29/1/2021,Friday,5,January,Jan,1,1,2021
20210130,30/1/2021,Saturday,5,January,Jan,1,1,2021
20210131,31/1/2021,Sunday,6,January,Jan,1,1,2021
20210201,1/2/2021,Monday,6,February,Feb,2,1,2021
20210202,2/2/2021,Tuesday,6,February,Feb,2,1,2021
20210203,3/2/2021,Wednesday,6,February,Feb,2,1,2021
20210204,4/2/2021,Thursday,6,February,Feb,2,1,2021
20210205,5/2/2021,Friday,6,February,Feb,2,1,2021
20210206,6/2/2021,Saturday,6,February,Feb,2,1,2021
20210207,7/2/2021,Sunday,7,February,Feb,2,1,2021
20210208,8/2/2021,Monday,7,February,Feb,2,1,2021
20210209,9/2/2021,Tuesday,7,February,Feb,2,1,2021
20210210,10/2/2021,Wednesday,7,February,Feb,2,1,2021
20210211,11/2/2021,Thursday,7,February,Feb,2,1,2021
20210212,12/2/2021,Friday,7,February,Feb,2,1,2021
20210213,13/2/2021,Saturday,7,February,Feb,2,1,2021
20210214,14/2/2021,Sunday,8,February,Feb,2,1,2021
20210215,15/2/2021,Monday,8,February,Feb,2,1,2021
20210216,16/2/2021,Tuesday,8,February,Feb,2,1,2021
20210217,17/2/2021,Wednesday,8,February,Feb,2,1,2021
20210218,18/2/2021,Thursday,8,February,Feb,2,1,2021
20210219,19/2/2021,Friday,8,February,Feb,2,1,2021
20210220,20/2/2021,Saturday,8,February,Feb,2,1,2021
20210221,21/2/2021,Sunday,9,February,Feb,2,1,2021
20210222,22/2/2021,Monday,9,February,Feb,2,1,2021
20210223,23/2/2021,Tuesday,9,February,Feb,2,1,2021
20210224,24/2/2021,Wednesday,9,February,Feb,2,1,2021
20210225,25/2/2021,Thursday,9,February,Feb,2,1,2021
20210226,26/2/2021,Friday,9,February,Feb,2,1,2021
20210227,27/2/2021,Saturday,9,February,Feb,2,1,2021
20210228,28/2/2021,Sunday,10,February,Feb,2,1,2021
20210301,1/3/2021,Monday,10,March,Mar,3,1,2021
20210302,2/3/2021,Tuesday,10,March,Mar,3,1,2021
20210303,3/3/2021,Wednesday,10,March,Mar,3,1,2021
20210304,4/3/2021,Thursday,10,March,Mar,3,1,2021
20210305,5/3/2021,Friday,10,March,Mar,3,1,2021
20210306,6/3/2021,Saturday,10,March,Mar,3,1,2021
20210307,7/3/2021,Sunday,11,March,Mar,3,1,2021
20210308,8/3/2021,Monday,11,March,Mar,3,1,2021
20210309,9/3/2021,Tuesday,11,March,Mar,3,1,2021
20210310,10/3/2021,Wednesday,11,March,Mar,3,1,2021
20210311,11/3/2021,Thursday,11,March,Mar,3,1,2021
20210312,12/3/2021,Friday,11,March,Mar,3,1,2021
20210313,13/3/2021,Saturday,11,March,Mar,3,1,2021
20210314,14/3/2021,Sunday,12,March,Mar,3,1,2021
20210315,15/3/2021,Monday,12,March,Mar,3,1,2021
20210316,16/3/2021,Tuesday,12,March,Mar,3,1,2021
20210317,17/3/2021,Wednesday,12,March,Mar,3,1,2021
20210318,18/3/2021,Thursday,12,March,Mar,3,1,2021
20210319,19/3/2021,Friday,12,March,Mar,3,1,2021
20210320,20/3/2021,Saturday,12,March,Mar,3,1,2021
20210321,21/3/2021,Sunday,13,March,Mar,3,1,2021
20210322,22/3/2021,Monday,13,March,Mar,3,1,2021
20210323,23/3/2021,Tuesday,13,March,Mar,3,1,2021
20210324,24/3/2021,Wednesday,13,March,Mar,3,1,2021
20210325,25/3/2021,Thursday,13,March,Mar,3,1,2021
20210326,26/3/2021,Friday,13,March,Mar,3,1,2021
20210327,27/3/2021,Saturday,13,March,Mar,3,1,2021
20210328,28/3/2021,Sunday,14,March,Mar,3,1,2021
20210329,29/3/2021,Monday,14,March,Mar,3,1,2021
20210330,30/3/2021,Tuesday,14,March,Mar,3,1,2021
20210331,31/3/2021,Wednesday,14,March,Mar,3,1,2021
20210401,1/4/2021,Thursday,14,April,Apr,4,2,2021
20210402,2/4/2021,Friday,14,April,Apr,4,2,2021
20210403,3/4/2021,Saturday,14,April,Apr,4,2,2021
20210404,4/4/2021,Sunday,15,April,Apr,4,2,2021
20210405,5/4/2021,Monday,15,April,Apr,4,2,2021
20210406,6/4/2021,Tuesday,15,April,Apr,4,2,2021
20210407,7/4/2021,Wednesday,15,April,Apr,4,2,2021
20210408,8/4/2021,Thursday,15,April,Apr,4,2,2021
20210409,9/4/2021,Friday,15,April,Apr,4,2,2021
20210410,10/4/2021,Saturday,15,April,Apr,4,2,2021
20210411,11/4/2021,Sunday,16,April,Apr,4,2,2021
20210412,12/4/2021,Monday,16,April,Apr,4,2,2021
20210413,13/4/2021,Tuesday,16,April,Apr,4,2,2021
20210414,14/4/2021,Wednesday,16,April,Apr,4,2,2021
20210415,15/4/2021,Thursday,16,April,Apr,4,2,2021
20210416,16/4/2021,Friday,16,April,Apr,4,2,2021
20210417,17/4/2021,Saturday,16,April,Apr,4,2,2021
20210418,18/4/2021,Sunday,17,April,Apr,4,2,2021
20210419,19/4/2021,Monday,17,April,Apr,4,2,2021
20210420,20/4/2021,Tuesday,17,April,Apr,4,2,2021
20210421,21/4/2021,Wednesday,17,April,Apr,4,2,2021
20210422,22/4/2021,Thursday,17,April,Apr,4,2,2021
20210423,23/4/2021,Friday,17,April,Apr,4,2,2021
20210424,24/4/2021,Saturday,17,April,Apr,4,2,2021
20210425,25/4/2021,Sunday,18,April,Apr,4,2,2021
20210426,26/4/2021,Monday,18,April,Apr,4,2,2021
20210427,27/4/2021,Tuesday,18,April,Apr,4,2,2021
20210428,28/4/2021,Wednesday,18,April,Apr,4,2,2021
20210429,29/4/2021,Thursday,18,April,Apr,4,2,2021
20210430,30/4/2021,Friday,18,April,Apr,4,2,2021
20210501,1/5/2021,Saturday,18,May,May,5,2,2021
20210502,2/5/2021,Sunday,19,May,May,5,2,2021
20210503,3/5/2021,Monday,19,May,May,5,2,2021
20210504,4/5/2021,Tuesday,19,May,May,5,2,2021
20210505,5/5/2021,Wednesday,19,May,May,5,2,2021
20210506,6/5/2021,Thursday,19,May,May,5,2,2021
20210507,7/5/2021,Friday,19,May,May,5,2,2021
20210508,8/5/2021,Saturday,19,May,May,5,2,2021
20210509,9/5/2021,Sunday,20,May,May,5,2,2021
20210510,10/5/2021,Monday,20,May,May,5,2,2021
20210511,11/5/2021,Tuesday,20,May,May,5,2,2021
20210512,12/5/2021,Wednesday,20,May,May,5,2,2021
20210513,13/5/2021,Thursday,20,May,May,5,2,2021
20210514,14/5/2021,Friday,20,May,May,5,2,2021
20210515,15/5/2021,Saturday,20,May,May,5,2,2021
20210516,16/5/2021,Sunday,21,May,May,5,2,2021
20210517,17/5/2021,Monday,21,May,May,5,2,2021
20210518,18/5/2021,Tuesday,21,May,May,5,2,2021
20210519,19/5/2021,Wednesday,21,May,May,5,2,2021
20210520,20/5/2021,Thursday,21,May,May,5,2,2021
20210521,21/5/2021,Friday,21,May,May,5,2,2021
20210522,22/5/2021,Saturday,21,May,May,5,2,2021
20210523,23/5/2021,Sunday,22,May,May,5,2,2021
20210524,24/5/2021,Monday,22,May,May,5,2,2021
20210525,25/5/2021,Tuesday,22,May,May,5,2,2021
20210526,26/5/2021,Wednesday,22,May,May,5,2,2021
20210527,27/5/2021,Thursday,22,May,May,5,2,2021
20210528,28/5/2021,Friday,22,May,May,5,2,2021
20210529,29/5/2021,Saturday,22,May,May,5,2,2021
20210530,30/5/2021,Sunday,23,May,May,5,2,2021
20210531,31/5/2021,Monday,23,May,May,5,2,2021
20210601,1/6/2021,Tuesday,23,June,Jun,6,2,2021
20210602,2/6/2021,Wednesday,23,June,Jun,6,2,2021
20210603,3/6/2021,Thursday,23,June,Jun,6,2,2021
20210604,4/6/2021,Friday,23,June,Jun,6,2,2021
20210605,5/6/2021,Saturday,23,June,Jun,6,2,2021
20210606,6/6/2021,Sunday,24,June,Jun,6,2,2021
20210607,7/6/2021,Monday,24,June,Jun,6,2,2021
20210608,8/6/2021,Tuesday,24,June,Jun,6,2,2021
20210609,9/6/2021,Wednesday,24,June,Jun,6,2,2021
20210610,10/6/2021,Thursday,24,June,Jun,6,2,2021
20210611,11/6/2021,Friday,24,June,Jun,6,2,2021
20210612,12/6/2021,Saturday,24,June,Jun,6,2,2021
20210613,13/6/2021,Sunday,25,June,Jun,6,2,2021
20210614,14/6/2021,Monday,25,June,Jun,6,2,2021
20210615,15/6/2021,Tuesday,25,June,Jun,6,2,2021
20210616,16/6/2021,Wednesday,25,June,Jun,6,2,2021
20210617,17/6/2021,Thursday,25,June,Jun,6,2,2021
20210618,18/6/2021,Friday,25,June,Jun,6,2,2021
20210619,19/6/2021,Saturday,25,June,Jun,6,2,2021
20210620,20/6/2021,Sunday,26,June,Jun,6,2,2021
20210621,21/6/2021,Monday,26,June,Jun,6,2,2021
